"title","imdbRating","ratingCount","year","nrOfUserReviews","nrOfGenre","Action","Adult","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","FilmNoir","GameShow","History","Horror","Music","Musical","Mystery","News","RealityTV","Romance","SciFi","Short","Sport","TalkShow","Thriller","War","Western"
"Portlandia (TV Series 2011– )","7.8","8499",2011,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zeitgeist: Moving Forward (2011)","8.3","12768",2011,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exit Humanity (2011)","5.4","3261",2011,34,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tristan's Story (2010)",NA,NA,2010,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Edición Especial Coleccionista Hook (TV Episode 2010)",NA,NA,2010,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dragonetti the Ruthless Contract Killer (2010)","3.7","43",2010,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eroberung 1453 (2012)","7.6","42931",2012,127,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miss Representation (2011)","7.7","1424",2011,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conan How the Grinch Stole Innocence (TV Episode 2010)","7.9","14",2010,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Fight for Your Right Revisited (2011)","8","3503",2011,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Spoiler Wars (2002)",NA,NA,2002,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cirque Du Soleil: Traumwelten (2012)","6.7","6013",2012,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tonight Show with Jay Leno Episode #19.57 (TV Episode 2010)",NA,NA,2010,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Homeland (TV Series 2011– )","8.6","146371",2011,198,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Der Mohnblumenberg (2011)","7.4","10763",2011,43,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Many Faces of... (TV Series 2010– )","7","11",2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tala va mes (2011)","7.6","1135",2011,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I Am Kalam (2010)","7.9","1725",2010,16,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20 to 1 Our All Time Favourite Films (TV Episode 2010)",NA,NA,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Midnight Movie Review (TV Series 2010– )","7.9","27",2010,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pointless Episode #3.7 (TV Episode 2010)",NA,NA,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tonight Show with Jay Leno Episode #19.71 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Underground - Tödliche Bestien (2011)","3.8","1107",2011,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRON: Der Aufstand (TV Series 2012– )","8.2","5358",2012,33,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Hour Episode #7.72 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Cinderella Story - Es war einmal ein Lied (Video 2011)","6.2","5867",2011,7,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Project Nim (2011)","7.4","6051",2011,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitro Circus 3D - Der Film (2012)","6.7","4342",2012,11,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"After Earth (2013)","5","121313",2013,689,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ernest & Célestine (2012)","7.9","5536",2012,27,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Hour Episode #7.78 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Don't Trust the B---- in Apartment 23 (TV Series 2012–2013)","7.1","18799",2012,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R.E.D. 2 - Noch Älter. Härter. Besser. (2013)","6.7","84542",2013,177,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conan Something Smelly That Way Went (TV Episode 2011)","8.1","15",2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Appunti per un viaggio alle radici dell'emigrazione vista al cinema... (2010)",NA,NA,2010,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We Steal Secrets: Die WikiLeaks Geschichte (2013)","6.8","4191",2013,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pandaerne (TV Series 2011– )","6.6","55",2011,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Girl (TV Series 2011– )","7.9","95470",2011,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conan Who Will Cry for the Third Nipple? (TV Episode 2011)","7.5","13",2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Conan A Finger Un-Pulled (TV Episode 2011)","7.8","12",2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Timeshift Between the Lines: Railways in Fiction and Film (TV Episode 2008)",NA,NA,2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Once Upon a Time in Anatolia (2011)","7.8","19739",2011,87,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maltin on Movies Romantic Movies for Valentine's Day (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Les contes de la nuit (2011)","6.7","625",2011,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meine Schwester Charlie - Der Film (TV Movie 2011)","6.9","1470",2011,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passion (2012)","5.3","11976",2012,74,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hart of Dixie (TV Series 2011– )","7.8","23614",2011,48,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Boss (TV Series 2011–2012)","8.1","12842",2011,36,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Nostalgia Critic The Lost World: Jurassic Park (TV Episode 2011)","6.8","43",2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Movie Star - Küssen bis zum Happy End (TV Movie 2011)","6.6","5284",2011,15,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Winter's Tale (2014)","6.2","16532",2014,76,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RockStar (2011)","7.6","14846",2011,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"The Magic of Belle Isle - Ein verzauberter Sommer (2012)","7","9028",2012,39,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der Dieb der Worte (2012)","7.1","45413",2012,110,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Secretos (2011)",NA,NA,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Once Upon a Time - Es war einmal ... (TV Series 2011– )","8.1","113376",2011,207,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"The Return of the First Avenger (2014)","8.2","161721",2014,517,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"American Horror Story (TV Series 2011– )","8.4","112907",2011,184,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2 Broke Girls (TV Series 2011– )","7","48740",2011,139,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Archer Pipeline Fever (TV Episode 2011)","7.8","349",2011,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reality (2012)","6.7","2712",2012,8,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tonight Show with Jay Leno Episode #19.105 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"The Tonight Show with Jay Leno Episode #19.106 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Game Change - Der Sarah-Palin-Effekt (TV Movie 2012)","7.5","14394",2012,92,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tosh.0 Evolution of Dance Guy (Dance-Off) (TV Episode 2011)","7.3","16",2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Percy Jackson: Im Bann des Zyklopen (2013)","6","58929",2013,186,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edición Especial Coleccionista B.A.D. Cats (TV Episode 2011)",NA,NA,2011,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Die Legende der weissen Schlange (2011)","5.9","5469",2011,26,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ebert Presents: At the Movies Episode #1.7 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ebert Presents: At the Movies Episode #1.8 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ebert Presents: At the Movies Episode #1.11 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Celebrity Naked Ambition (TV Movie 2011)","6.6","10",2011,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Leigh in Conversation (Video 2008)",NA,NA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100% Love (2011)","6.9","817",2011,8,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Bad Movie Beatdown Beverly Hills Cop III (TV Episode 2009)","5.4","5",2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bad Movie Beatdown Christmas with the Kranks (TV Episode 2009)",NA,NA,2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bad Movie Beatdown The Riddle (TV Episode 2010)",NA,NA,2010,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Newsroom (TV Series 2012– )","8.7","54579",2012,188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Amazing Spider-Man 2: Rise of Electro (2014)","7.4","124964",2014,791,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Spoony Experiment (TV Series 2008– )","8.1","454",2008,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liberal Arts (2012)","6.8","19444",2012,64,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Die Synchron-Kids zu 'Der kleine Nick' (Video 2011)",NA,NA,2011,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Teenage Mutant Ninja Turtles (TV Series 2012– )","8.3","3230",2012,20,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Nostalgia Critic Gordy (TV Episode 2011)","7.9","38",2011,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hollywood's Top Ten Kennedy Era Movies (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Breakfast Episode dated 1 April 2011 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Phelous & the Movies Phelous Is on Case 39 (TV Episode 2010)",NA,NA,2010,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phelous & the Movies Shattered Memories (TV Episode 2009)",NA,NA,2009,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phelous & the Movies The Phelous Triangle (TV Episode 2010)",NA,NA,2010,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phelous & the Movies Phailaddin and the Adventure of No Time: Part I (TV Episode 2013)",NA,NA,2013,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarzGurl Reviews (TV Series 2008– )","6.7","39",2008,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Shameful Sequels (TV Series 2009– )","8.2","55",2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeopardy! Episode #27.160 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ebert Presents: At the Movies Episode #1.13 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Tonight Show with Jay Leno Episode #19.132 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Once Upon a Time in Mumbai Dobaara! (2013)","5.1","3507",2013,41,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redemption - Stunde der Vergeltung (2013)","6.2","35367",2013,89,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bad Movie Beatdown Grown Ups (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hanezu no tsuki (2011)","7.6","618",2011,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Material (2012)","8","633",2012,17,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saturday Night Live Justin Timberlake/Lady Gaga (TV Episode 2011)","8.5","170",2011,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Big Picture (TV Series 2011– )","8.3","23",2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ebert Presents: At the Movies Episode #1.16 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Troldspejlet Episode #39.7 (TV Episode 2008)",NA,NA,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steins;Gate (TV Series 2011– )","8.6","3798",2011,21,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alien Armageddon (2011)","2","890",2011,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"David Walliams' Awfully Good Awfully Good Movies (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kochen ist Chefsache (2012)","6.6","8124",2012,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"God Bless America (2011)","7.3","49946",2011,183,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Tonight Show with Jay Leno Episode #19.146 (TV Episode 2011)",NA,NA,2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Murder 2 (2011)","5.8","3343",2011,33,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wang de cheng yan (2012)","5.7","386",2012,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pompeji 3D (2014)","5.7","44013",2014,230,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conan The Awkward Product Placement. Swiffer (TV Episode 2011)","8.2","13",2011,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Arirang - Bekenntnisse eines Filmemachers (2011)","7","659",2011,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Look (2011)","6.8","185",2011,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angels' Share - Ein Schluck für die Engel (2012)","7","13856",2012,52,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trance - Gefährliche Erinnerung (2013)","7","69255",2013,187,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Elena (2011)","7.3","5505",2011,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom yum goong 2 (2013)","5.3","2762",2013,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ReelzChannel Specials (TV Series 2011– )",NA,NA,2011,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trailer Failure (TV Series 2009– )","5.5","11",2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Das Glück der großen Dinge (2012)","7.5","13675",2012,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Brass Teapot (2012)","6.4","7955",2012,29,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Major Crimes (TV Series 2012– )","7.5","4387",2012,28,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alone (2010)","5.7","7",2010,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"Beziehungsweise New York (2013)","7.2","3850",2013,11,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nymphomaniac: Vol. I (2013)","7.2","35396",2013,152,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Amazing World of Gumball (TV Series 2011– )","7.8","2635",2011,32,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Der letzte Beweis (TV Movie 2011)","5.4","247",2011,5,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Finder (TV Series 2012– )","7.6","10462",2012,29,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Le guetteur (2012)","5.7","1344",2012,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Robot Chicken Beastmaster and Commander (TV Episode 2011)","7","26",2011,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Visionado obligado Los asesinatos de mamá (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ladies vs. Ricky Bahl (2011)","6","4261",2011,25,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Rift (2012)","6.1","1408",2012,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"Birth of Hollywood (TV Mini-Series 2011)","7.6","30",2011,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hollywood's Top Ten Critics' Choice Nominees: Comedy (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Woody Before Allen (2011)","7.5","15",2011,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tod in Texas (2011)","7.3","9094",2011,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Nostalgia Critic Suburban Knights: Part VII (TV Episode 2011)","7.3","44",2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estrenos Críticos 24/06/2011 (TV Episode 2011)",NA,NA,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Nostalgia Critic Duck Tales (TV Episode 2011)","7.5","30",2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pain & Gain (2013)","6.5","112232",2013,247,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolkig mit Aussicht auf Fleischbällchen 2 (2013)","6.5","36692",2013,63,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comedy Central Roast of Charlie Sheen (2011)","7.8","3126",2011,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anger Management (TV Series 2012– )","6.8","21387",2012,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entourage Motherfucker (TV Episode 2011)","8","280",2011,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lore (2012)","7.1","7895",2012,52,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Karate-Chaoten Clash of the Titans (TV Episode 2011)","7.1","10",2011,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
